company_id,user_id,timestamp_utc,ip_address,device_id,os,browser,login_success,asn,ip_reputation,ip_vpn_tor,num_distinct_devices_last30d,failed_attempts_last_10m,hours_since_prev_login,distance_from_prev_login_km,speed_kmh,dist_from_user_login,prediction,risk_score,reasons
facegram,user0433,2025-08-09 11:45:00,49.33.94.138,d16ddfb3-24e4-4c31-88ee-6ec0ba950672,macOS,Edge,0,AS55836,1,0,1,3,10.56,11.487,1.08,41.622,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
facegram,user0184,2025-08-13 07:54:00,182.78.213.215,9aa5efe4-9ddb-4d08-86fc-a2cc07cff45f,Windows 10,Firefox,0,AS13335,0,0,2,3,4.55,6.834,1.47,2.895,0,25,Sudden OS/Browser change during failed attempts
instabook,user0200,2025-08-03 06:30:00,117.241.182.57,33414064-4cb6-4a00-ab8f-45bd64a74686,iOS,Firefox,1,AS174,0,0,6,0,45.67,4.038,0.09,9.142,0,20,Multiple devices detected
facegram,user0131,2025-08-22 12:36:00,117.254.33.135,eb9952e5-9e39-42e1-86e2-b0cc04259ba9,Windows 10,Chrome,0,AS55836,2,0,2,2,11.86,43.102,3.6,5.621,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
instabook,user0092,2025-08-26 20:35:00,115.124.106.213,a99528b7-58ec-4e48-8436-50fb52b7c1ff,macOS,Safari,0,AS13335,1,0,3,2,11.21,25.567,2.26,11.567,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
instabook,user0439,2025-08-09 04:44:00,117.210.63.87,4849e32c-7ea7-4961-b6f8-0630e60e7870,Windows 11,Chrome,0,AS174,0,0,5,1,43.55,38.566,0.88,47.525,0,30,Unusual login time; Sudden OS/Browser change during failed attempts
instabook,user0266,2025-08-29 03:56:00,182.68.171.120,04bc3f92-289c-494c-b8e1-994980643cef,iOS,Safari,1,AS9498,2,0,6,0,19.24,11.997,0.62,34.777,0,50,Multiple devices detected; Suspicious IP / VPN detected; Unusual login time
instabook,user0166,2025-08-19 20:48:00,117.244.57.79,e4e2eac3-195b-4482-9f7f-206fbf218088,Windows 11,Edge,0,AS55836,2,0,4,3,15.21,2.234,0.15,15.75,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
instabook,user0090,2025-08-11 09:06:00,49.40.75.241,32642a46-eca3-4ad8-ad64-09d3f51f6c6b,macOS,Firefox,1,AS55836,0,0,4,0,8.8,0.058,0.01,22.711,0,0,Normal: baseline behaviour (risk 0)
facegram,user0378,2025-08-07 11:58:00,115.117.160.31,6bd5a0a6-7cb5-45c0-9f74-0f9489835a1f,macOS,Chrome,0,AS9498,0,0,4,3,19.84,4.84,0.24,36.638,0,25,Sudden OS/Browser change during failed attempts
instabook,user0160,2025-08-07 00:30:00,106.198.53.127,8eb7f690-7d3b-40ad-918d-46a171069bcf,Linux,Chrome,0,AS55836,1,0,2,3,4.16,39.51,9.27,17.921,0,55,Suspicious IP / VPN detected; Unusual login time; Sudden OS/Browser change during failed attempts
instabook,user0082,2025-08-15 03:42:00,117.240.162.105,4790fe77-ab2e-45a6-a8d2-b95fb2152a21,Windows 11,Safari,0,AS9498,0,0,3,3,37.33,43.164,1.15,23.701,0,30,Unusual login time; Sudden OS/Browser change during failed attempts
instabook,user0149,2025-08-17 20:20:00,115.126.15.9,56153f82-21cb-40b9-a2e7-bedefea2fe4c,Linux,Safari,0,AS174,2,0,1,1,2.16,38.161,16.89,40.705,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
facegram,user0256,2025-08-26 21:44:00,106.242.124.94,d155bde8-ae42-4fa3-a49e-3175a94d80e8,iOS,Edge,0,AS9498,2,0,3,1,20.96,8.279,0.39,6.128,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
facegram,user0119,2025-08-30 08:05:00,49.59.218.202,a63b825b-98ba-4d7d-837d-96c2e66d4e17,Windows 10,Chrome,0,AS55836,1,0,3,3,19.17,36.306,1.88,48.729,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
facegram,user0272,2025-08-21 15:24:00,49.49.148.225,480ed634-3412-4190-ad9e-09035545c340,Linux,Edge,0,AS13335,2,0,6,1,24.96,49.703,1.98,8.312,1,70,Multiple devices detected; Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
facegram,user0254,2025-08-23 13:28:00,115.101.249.246,40c4588b-e9da-47ff-b460-13b9520a2634,iOS,Chrome,0,AS13335,2,0,6,2,7.32,1.083,0.15,24.553,1,70,Multiple devices detected; Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
facegram,user0206,2025-08-16 20:00:00,115.103.15.228,8d8f1d6e-9e81-40f3-bf39-dc5df6ec03f0,macOS,Firefox,0,AS3356,0,0,3,1,30.97,16.989,0.55,28.043,0,25,Sudden OS/Browser change during failed attempts
instabook,user0412,2025-08-27 21:48:00,49.38.84.184,7f373e3d-afb2-4268-9a7b-d5f7a2ce159a,Linux,Safari,0,AS3356,0,0,2,2,38.33,8.871,0.23,33.24,0,25,Sudden OS/Browser change during failed attempts
instabook,user0155,2025-08-29 12:24:00,115.115.38.87,03cd876d-6a75-4acc-9164-14c425aa0b6a,Android,Safari,0,AS55836,1,0,5,1,8.0,21.299,2.63,19.092,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
instabook,user0229,2025-08-18 14:46:00,106.242.86.77,46ad8c23-35a3-4452-b044-acb40799b2f9,Windows 10,Chrome,1,AS3356,1,0,4,0,12.01,1.293,0.11,48.453,0,25,Suspicious IP / VPN detected
instabook,user0002,2025-08-06 01:05:00,49.36.112.198,9c1de413-76b3-4de1-90e0-731538e467d0,Linux,Safari,1,AS3356,0,0,5,0,19.56,10.79,0.55,20.895,0,5,Unusual login time
facegram,user0430,2025-08-16 10:35:00,182.77.146.48,03951d29-7646-48fe-9a40-4f656e43845a,Linux,Safari,0,AS55836,2,0,6,1,29.09,40.819,1.4,3.501,1,70,Multiple devices detected; Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
instabook,user0410,2025-08-02 13:20:00,117.255.235.187,4ba70a1a-6ce4-476f-9fb3-2ccb7df81cc8,Windows 10,Chrome,0,AS13335,0,0,1,1,9.44,28.499,2.99,8.132,0,25,Sudden OS/Browser change during failed attempts
instabook,user0433,2025-08-14 01:57:00,182.74.149.138,ad1410ae-bd2e-492c-bd74-d2de507564ca,Windows 10,Safari,0,AS55836,1,0,2,2,6.35,26.732,4.14,11.414,0,30,Suspicious IP / VPN detected; Unusual login time
instabook,user0273,2025-08-15 12:34:00,106.231.212.222,f0b30f5a-3657-48f5-9fc8-247d18377680,macOS,Firefox,0,AS174,0,0,4,1,42.53,48.149,1.13,9.771,0,25,Sudden OS/Browser change during failed attempts
facegram,user0417,2025-08-28 15:09:00,182.78.33.240,ed42c378-8c17-4bc0-a245-8b9c4965222a,Windows 11,Chrome,1,AS3356,0,0,1,0,32.76,5.439,0.17,26.927,0,0,Normal: baseline behaviour (risk 0)
facegram,user0111,2025-08-06 19:29:00,106.223.170.59,42e01534-67ab-450b-9b5c-a20a914a29f6,Windows 11,Chrome,1,AS3356,1,0,5,0,20.09,29.546,1.46,19.249,0,25,Suspicious IP / VPN detected
instabook,user0045,2025-08-27 15:08:00,182.73.1.126,569a8da4-02b2-4078-945a-602ecbe45783,iOS,Firefox,1,AS174,1,0,6,0,27.62,45.973,1.66,20.777,0,45,Multiple devices detected; Suspicious IP / VPN detected
instabook,user0001,2025-08-15 18:53:00,117.213.235.226,7aa32026-4e5c-4d65-8774-19022519b0ec,Android,Chrome,0,AS9498,2,0,5,2,17.92,30.146,1.67,18.553,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
facegram,user0036,2025-08-26 11:02:00,49.47.82.223,7808fda5-4f35-4036-b6a3-c095a6b1845e,Linux,Chrome,1,AS174,2,0,5,0,22.64,1.877,0.08,40.325,0,25,Suspicious IP / VPN detected
facegram,user0019,2025-08-23 06:20:00,182.66.203.169,5e9311a9-3346-4b4f-9785-a3bb10de8a63,iOS,Edge,0,AS174,2,0,3,1,27.4,21.096,0.77,28.201,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
instabook,user0481,2025-08-28 17:40:00,106.200.17.56,705096ad-a7ae-49c1-99ea-013260e73150,Linux,Edge,0,AS3356,2,0,4,3,34.49,42.93,1.24,44.727,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
instabook,user0168,2025-08-25 21:31:00,106.221.15.117,cce210ed-3894-4271-8b14-8c236ee49441,Windows 11,Chrome,0,AS55836,0,0,7,9,24.06,2800.464,115.91,2065.497,1,65,Multiple devices detected; Multiple failed login attempts; Sudden OS/Browser change during failed attempts
instabook,user0072,2025-08-22 14:07:00,117.255.146.96,19f42d56-e16b-4385-adf6-589a261d4292,iOS,Edge,0,AS55836,2,0,4,1,22.86,35.165,1.53,42.157,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
facegram,user0305,2025-08-09 03:35:00,117.203.11.242,b934a51b-807b-4d1e-8c15-0b742fbfe4a9,Android,Edge,0,AS13335,0,0,4,2,40.96,6.696,0.16,27.503,0,30,Unusual login time; Sudden OS/Browser change during failed attempts
facegram,user0346,2025-08-05 06:38:00,106.228.213.246,9c4dca29-4790-491b-9c5b-52f9c93cfb17,Windows 10,Firefox,0,AS55836,2,0,6,2,44.98,23.832,0.53,27.093,1,70,Multiple devices detected; Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
facegram,user0241,2025-08-28 16:23:00,117.250.49.96,8dd11b0d-0d01-4684-a66b-8d7c06e056b2,iOS,Firefox,1,AS3356,1,0,2,0,17.28,14.379,0.83,39.005,0,25,Suspicious IP / VPN detected
facegram,user0072,2025-08-19 21:25:00,106.233.133.81,fb7d4184-ff1b-4682-bddf-fd85a079bdd3,Linux,Chrome,0,AS9498,0,0,6,3,7.09,9.776,1.36,18.527,0,45,Multiple devices detected; Sudden OS/Browser change during failed attempts
instabook,user0355,2025-08-30 06:46:00,117.227.155.252,8d12947f-5a47-46cb-ade9-722ac2547fdf,Windows 11,Edge,0,AS13335,2,0,6,3,6.49,40.455,6.14,12.386,1,70,Multiple devices detected; Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
instabook,user0352,2025-08-25 08:33:00,49.34.251.191,739bcd82-3998-4fc8-92ab-bc721cdf13f4,Android,Firefox,1,AS3356,2,0,2,0,38.83,7.275,0.19,7.431,0,25,Suspicious IP / VPN detected
facegram,user0107,2025-08-01 04:09:00,182.68.156.82,5c3a969c-3324-4d6c-8027-941c7aba6c93,iOS,Safari,1,AS9498,1,0,6,0,25.89,21.426,0.82,15.835,0,50,Multiple devices detected; Suspicious IP / VPN detected; Unusual login time
instabook,user0202,2025-08-29 06:59:00,106.219.75.180,236aeef7-23e7-4464-9ef2-a099f9fec960,Android,Firefox,0,AS174,0,0,2,2,38.12,9.702,0.25,38.362,0,25,Sudden OS/Browser change during failed attempts
facegram,user0460,2025-08-13 13:57:00,49.35.116.100,2dc0c8f1-96c6-4054-ba33-fa9fdd9eb688,Windows 10,Edge,0,AS13335,2,0,3,3,43.7,10.524,0.24,4.388,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
instabook,user0131,2025-08-08 16:56:00,49.50.9.69,e6edb3b8-69e4-4aaa-b6cd-3d4ae30830e6,iOS,Edge,1,AS3356,1,0,4,0,5.87,14.086,2.36,19.691,0,25,Suspicious IP / VPN detected
facegram,user0498,2025-08-21 14:17:00,106.224.119.52,4024a9fa-8739-41d0-acf3-2b8514250a95,Android,Safari,0,AS9498,2,0,5,2,14.34,12.708,0.88,49.683,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
instabook,user0037,2025-08-14 05:22:00,182.77.196.147,477f3622-ca3e-474e-8868-5eb5052bdbd8,iOS,Chrome,0,AS13335,1,0,2,1,31.47,37.641,1.19,5.3,0,55,Suspicious IP / VPN detected; Unusual login time; Sudden OS/Browser change during failed attempts
instabook,user0019,2025-08-25 08:07:00,115.120.101.15,712ef463-d04d-4073-aa47-5067b73a16b4,Windows 10,Edge,1,AS3356,2,0,1,0,2.15,44.327,19.7,9.432,0,25,Suspicious IP / VPN detected
facegram,user0476,2025-08-07 03:11:00,182.64.105.254,801cbad3-9275-4a74-b1a9-6a019f7e08c7,Windows 10,Edge,1,AS3356,0,0,1,0,37.26,34.102,0.91,44.444,0,5,Unusual login time
facegram,user0332,2025-08-21 01:07:00,117.245.60.125,1a7ab917-8938-49dd-90d6-f476cd6702d1,macOS,Firefox,0,AS9498,1,0,6,3,47.56,10.907,0.23,2.943,1,75,Multiple devices detected; Suspicious IP / VPN detected; Unusual login time; Sudden OS/Browser change during failed attempts
facegram,user0473,2025-08-20 09:16:00,49.38.153.222,45760732-bac5-4847-82ae-274718399005,iOS,Safari,0,AS13335,0,0,4,3,31.47,7.793,0.25,35.441,0,25,Sudden OS/Browser change during failed attempts
facegram,user0070,2025-08-14 02:28:00,182.77.222.84,3206caf3-9f69-447e-9a87-07dea29b02a6,Windows 11,Edge,0,AS3356,1,0,2,3,30.2,41.041,1.35,18.848,0,55,Suspicious IP / VPN detected; Unusual login time; Sudden OS/Browser change during failed attempts
instabook,user0141,2025-08-10 12:44:00,49.54.166.48,c28157da-8b68-4871-afb4-9e996bff53b6,macOS,Firefox,0,AS55836,1,0,1,3,1.47,4.25,2.71,21.261,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
instabook,user0185,2025-08-24 20:14:00,117.221.72.152,f96bbb2b-b72d-4bf7-8039-a29ade044b32,Windows 10,Firefox,1,AS13335,0,0,4,0,16.43,29.483,1.78,43.728,0,0,Normal: baseline behaviour (risk 0)
instabook,user0100,2025-08-20 18:24:00,115.114.38.142,771a23db-5d52-48b5-84b8-4f2d59cefe5d,Android,Firefox,1,AS13335,0,0,1,0,45.4,42.156,0.93,26.367,0,0,Normal: baseline behaviour (risk 0)
instabook,user0440,2025-08-21 08:07:00,49.59.42.153,6ef9a4d5-2506-471c-b2bb-fd8cae5f540f,iOS,Chrome,0,AS9498,1,0,1,2,7.75,17.666,2.25,48.217,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
facegram,user0224,2025-08-03 16:05:00,49.44.85.51,bd4c9108-2899-4ba5-8ddf-2ca9551180c6,macOS,Firefox,0,AS3356,1,0,6,2,46.3,6.988,0.15,20.475,1,70,Multiple devices detected; Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
instabook,user0205,2025-08-29 10:00:00,49.54.16.9,0ffbcefb-4083-424c-9f2e-a2ef2c72c472,macOS,Edge,0,AS55836,0,0,2,0,4.94,26.655,5.29,25.116,0,0,Normal: baseline behaviour (risk 0)
facegram,user0297,2025-08-29 11:49:00,182.78.228.203,35058421-a4af-47f7-9fc3-1c68770ba8db,Windows 10,Chrome,0,AS9498,0,0,6,2,33.69,38.11,1.13,49.664,0,45,Multiple devices detected; Sudden OS/Browser change during failed attempts
instabook,user0259,2025-08-25 17:49:00,49.33.202.135,9da9ab3d-2a89-41be-aa01-b33b8d6cc932,Linux,Chrome,0,AS3356,1,0,1,3,39.12,49.69,1.27,42.804,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
instabook,user0445,2025-08-27 01:38:00,182.73.111.97,bb5220e2-9748-4cdd-8fba-d663ddb0811c,Android,Edge,0,AS9498,0,0,1,3,24.48,44.203,1.8,26.67,0,30,Unusual login time; Sudden OS/Browser change during failed attempts
facegram,user0035,2025-08-28 11:04:00,182.65.27.232,bbd34c1f-10e2-49f8-96d1-9a7350329695,Android,Firefox,1,AS174,0,0,4,0,47.58,35.28,0.74,14.777,0,0,Normal: baseline behaviour (risk 0)
instabook,user0172,2025-08-24 07:43:00,49.52.91.223,ec86637a-f17b-4363-837e-82c39832b9b3,iOS,Firefox,0,AS174,2,0,1,2,28.15,20.384,0.72,3.945,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
facegram,user0147,2025-08-10 15:38:00,117.235.42.26,9b7fbb49-d97c-4840-bb4d-df348c931c01,Windows 11,Chrome,0,AS9498,0,0,1,0,1.89,9.152,4.6,24.326,0,0,Normal: baseline behaviour (risk 0)
instabook,user0409,2025-08-28 19:21:00,117.196.63.226,30ff8d51-5f91-4de0-a3bc-18f421d6b867,Windows 11,Chrome,0,AS174,2,0,5,2,8.19,29.182,3.52,37.405,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
facegram,user0205,2025-08-21 17:31:00,106.226.123.60,d7801310-60d7-49e8-b258-2cc97d0c2a1a,Windows 11,Chrome,0,AS174,2,0,6,2,4.14,27.018,6.37,5.578,1,70,Multiple devices detected; Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
instabook,user0046,2025-08-23 13:57:00,106.194.99.45,16647040-9d8a-4867-992f-938288a3207f,Windows 11,Firefox,0,AS13335,2,0,2,0,41.29,28.159,0.68,7.984,0,25,Suspicious IP / VPN detected
instabook,user0376,2025-08-17 14:27:00,115.120.239.123,3343d884-c16d-4364-9b7e-56c16eff0afc,iOS,Safari,1,AS9498,2,0,1,0,10.1,33.232,3.26,6.783,0,25,Suspicious IP / VPN detected
facegram,user0337,2025-08-09 16:23:00,49.55.215.107,57eef25f-cb38-4d2e-b061-0eb95fe42cc4,Android,Edge,0,AS13335,2,0,2,3,41.8,2.687,0.06,40.321,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
instabook,user0117,2025-08-17 14:08:00,106.222.216.11,7311a532-84d1-4fbe-a3b9-15f342cb625c,iOS,Safari,1,AS174,1,0,2,0,6.53,12.896,1.95,36.709,0,25,Suspicious IP / VPN detected
instabook,user0070,2025-08-10 11:57:00,106.235.179.17,3e961850-0bce-489b-9a9e-fc58e80e8eb8,Android,Chrome,0,AS13335,0,0,6,2,3.21,33.353,10.08,42.379,0,45,Multiple devices detected; Sudden OS/Browser change during failed attempts
facegram,user0422,2025-08-29 20:11:00,117.233.234.212,1e65e104-828b-4fd6-ac79-614b70bdf4a3,Linux,Firefox,0,AS13335,2,0,6,0,9.31,47.051,5.0,7.023,0,45,Multiple devices detected; Suspicious IP / VPN detected
facegram,user0434,2025-08-11 01:16:00,182.77.24.58,a54266c3-dd4a-4c08-9892-289f2dda0fa8,Windows 10,Safari,0,AS9498,1,0,5,3,41.37,2.342,0.06,39.95,0,55,Suspicious IP / VPN detected; Unusual login time; Sudden OS/Browser change during failed attempts
facegram,user0086,2025-08-01 23:08:00,117.197.112.24,93d4f386-29c6-45d4-a2be-19d028a46eb9,iOS,Edge,0,AS13335,1,0,2,1,33.08,31.685,0.95,20.363,0,30,Suspicious IP / VPN detected; Unusual login time
facegram,user0123,2025-08-23 17:14:00,115.101.44.254,efc9374a-fdbc-4269-b07d-37267834e02b,Linux,Chrome,0,AS3356,2,0,6,2,26.7,42.017,1.57,43.352,1,70,Multiple devices detected; Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
facegram,user0487,2025-08-23 15:55:00,49.62.12.143,ffa33ad2-ede6-47c8-ac28-560e0eb655b3,Android,Firefox,0,AS3356,2,0,3,1,19.18,48.481,2.51,40.008,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
instabook,user0138,2025-08-16 11:36:00,115.104.131.156,8d87dbd1-7680-4181-bfd3-4ee67c7ec8f1,iOS,Firefox,0,AS55836,0,0,1,2,14.06,16.2,1.14,2.959,0,25,Sudden OS/Browser change during failed attempts
facegram,user0354,2025-08-08 23:23:00,49.43.168.179,0ab99e88-23ea-4e99-8c9a-61064d40c8d2,Linux,Chrome,0,AS13335,2,0,1,1,2.23,28.071,12.05,45.436,0,55,Suspicious IP / VPN detected; Unusual login time; Sudden OS/Browser change during failed attempts
facegram,user0302,2025-08-12 14:37:00,49.42.74.125,eb1309d5-bb5e-4907-90ec-b023e4b231a4,iOS,Chrome,1,AS9498,1,0,1,0,27.37,5.892,0.21,32.842,0,25,Suspicious IP / VPN detected
instabook,user0275,2025-08-22 08:06:00,49.50.44.89,18fee60b-64df-48fe-92a2-a63ade8ca4c2,Linux,Firefox,0,AS9498,0,0,3,1,2.63,5.491,2.01,4.815,0,25,Sudden OS/Browser change during failed attempts
instabook,user0481,2025-08-13 10:57:00,182.73.94.75,2e69cce7-ea34-4856-964a-f96f6ed65482,iOS,Safari,0,AS13335,2,0,2,3,19.98,27.326,1.36,31.274,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
facegram,user0249,2025-08-10 16:25:00,106.221.51.99,fb16da78-2a94-46cd-94f4-084409b5cb70,macOS,Chrome,1,AS13335,0,0,2,0,17.04,34.671,2.02,40.845,0,0,Normal: baseline behaviour (risk 0)
facegram,user0272,2025-08-09 15:54:00,49.47.5.248,61fc5aca-683a-4afd-a579-be7dc8cad4f5,Windows 10,Edge,1,AS9498,1,0,2,0,26.58,45.24,1.7,47.617,0,25,Suspicious IP / VPN detected
instabook,user0132,2025-08-01 06:18:00,106.255.243.206,9effc11a-7aa9-48c2-9ed9-ab45c53c1507,Windows 10,Safari,0,AS13335,2,0,4,3,9.57,26.704,2.76,40.769,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
instabook,user0062,2025-08-03 18:07:00,106.250.188.99,f030b301-69c6-47de-8018-6ceb36c6d467,Windows 10,Safari,0,AS174,0,0,4,3,35.12,7.262,0.21,23.382,0,0,Normal: baseline behaviour (risk 0)
facegram,user0487,2025-08-07 07:04:00,182.73.27.141,51b58af6-b42a-4e6c-805c-e16a2bb26262,Android,Chrome,1,AS9498,2,0,5,0,18.84,2.876,0.15,11.443,0,25,Suspicious IP / VPN detected
facegram,user0320,2025-08-21 07:54:00,49.57.110.121,9427cfdb-c54a-4cc3-a7e6-118388dac4d4,Windows 11,Edge,0,AS3356,2,0,4,2,7.49,0.103,0.01,13.487,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
facegram,user0069,2025-08-04 21:31:00,115.112.91.56,4467878c-6bdf-45f7-abd5-56c2844a8ac0,Linux,Firefox,0,AS55836,1,0,2,2,37.28,2.132,0.06,36.938,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
facegram,user0366,2025-08-06 22:12:00,117.255.55.162,a91e78a3-ca05-488f-90a0-564e5a1ffc3a,Windows 10,Safari,0,AS13335,0,0,3,2,43.25,4.031,0.09,16.095,0,25,Sudden OS/Browser change during failed attempts
facegram,user0447,2025-08-29 02:15:00,115.118.55.93,725ad23f-1404-443c-ac85-0d6e3215c016,Android,Chrome,0,AS13335,2,0,5,2,43.9,1.483,0.03,26.958,0,55,Suspicious IP / VPN detected; Unusual login time; Sudden OS/Browser change during failed attempts
instabook,user0485,2025-08-24 03:33:00,106.243.156.18,a19195a1-a4f9-4d00-8c10-d37d35fa62ce,Windows 10,Chrome,0,AS9498,2,0,4,2,4.04,7.999,1.93,32.773,0,55,Suspicious IP / VPN detected; Unusual login time; Sudden OS/Browser change during failed attempts
facegram,user0440,2025-08-28 06:07:00,49.39.217.95,5dc814c8-ba76-47e3-a3e6-e3a1b0c502fe,iOS,Firefox,0,AS13335,1,0,2,3,8.52,23.041,2.67,36.679,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
facegram,user0497,2025-08-08 08:19:00,182.79.21.174,2a51878e-f5ba-4174-a683-7c34b9a392d7,Windows 10,Firefox,1,AS3356,0,0,6,0,2.49,31.377,12.11,17.047,0,20,Multiple devices detected
facegram,user0141,2025-08-25 06:22:00,106.223.41.8,0b56ffd1-86fb-4b3e-801d-831498680f88,Linux,Safari,0,AS174,0,0,5,5,45.01,1527.191,33.85,2822.13,0,45,Multiple failed login attempts; Sudden OS/Browser change during failed attempts
facegram,user0015,2025-08-29 20:20:00,182.76.245.123,d1c6e21a-b240-4d76-acb6-e95150f268c5,macOS,Safari,0,AS174,0,0,4,2,42.29,16.483,0.39,30.102,0,25,Sudden OS/Browser change during failed attempts
instabook,user0006,2025-08-27 22:11:00,106.242.46.245,36bca39b-5f8f-46c0-9ee2-afda60c601db,Windows 10,Firefox,1,AS13335,1,0,1,0,47.5,20.675,0.43,38.051,0,25,Suspicious IP / VPN detected
instabook,user0247,2025-08-05 08:07:00,106.210.148.133,321aa60d-18d1-4ab6-895e-fc560af0df8e,macOS,Edge,1,AS3356,2,0,2,0,25.1,21.782,0.86,16.434,0,25,Suspicious IP / VPN detected
facegram,user0213,2025-08-30 21:29:00,115.100.100.11,0a5faec7-fed4-4abd-9fc8-b8091899093f,macOS,Firefox,0,AS13335,0,0,5,3,42.03,22.017,0.52,25.694,0,25,Sudden OS/Browser change during failed attempts
instabook,user0048,2025-08-10 21:15:00,117.236.233.102,bc77e612-a185-4faa-900c-16b87f4bd886,Windows 11,Safari,0,AS55836,0,0,6,3,47.5,1.085,0.02,25.089,0,20,Multiple devices detected
instabook,user0319,2025-08-25 22:21:00,117.252.147.77,5143d0d3-b90b-4c64-99b6-fa3c315e29ec,iOS,Firefox,1,AS9498,2,0,1,0,34.29,23.781,0.69,13.198,0,25,Suspicious IP / VPN detected
instabook,user0267,2025-08-01 13:56:00,106.237.174.18,9476b688-36a4-4c69-8f0a-a205910aa428,Windows 10,Safari,0,AS9498,0,0,4,3,14.3,43.886,3.05,32.595,0,0,Normal: baseline behaviour (risk 0)
instabook,user0049,2025-08-02 04:55:00,182.72.165.97,3a2a001e-6735-42b0-8297-3e0ab40b1d64,Android,Chrome,1,AS55836,0,0,6,0,35.45,45.437,1.28,18.742,0,25,Multiple devices detected; Unusual login time
facegram,user0131,2025-08-01 05:04:00,106.232.175.234,717df273-2854-4ada-bf47-e8932cead489,Windows 11,Firefox,0,AS9498,2,0,4,1,34.34,0.319,0.01,16.51,0,55,Suspicious IP / VPN detected; Unusual login time; Sudden OS/Browser change during failed attempts
facegram,user0003,2025-08-02 04:41:00,49.45.130.119,750c361f-4174-4c3e-9a25-9b132d216cba,Windows 11,Safari,1,AS3356,2,0,4,0,44.38,47.005,1.06,27.467,0,30,Suspicious IP / VPN detected; Unusual login time
facegram,user0182,2025-08-06 02:29:00,49.34.84.8,308775f7-a0e3-4b4c-ab18-500b0dda584f,Android,Chrome,0,AS3356,1,0,3,2,38.55,42.352,1.1,37.258,0,55,Suspicious IP / VPN detected; Unusual login time; Sudden OS/Browser change during failed attempts
facegram,user0085,2025-08-03 10:13:00,117.219.204.105,118e0acf-c0c1-44cd-b019-0aa7372b349a,Windows 10,Firefox,1,AS9498,0,0,2,0,1.23,46.499,34.96,41.927,0,0,Normal: baseline behaviour (risk 0)
facegram,user0063,2025-08-03 21:56:00,182.66.67.134,9c3ea699-5390-43d4-bdbd-d339a814df7d,Android,Chrome,0,AS9498,2,0,2,3,16.39,26.873,1.63,38.555,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
instabook,user0259,2025-08-02 21:13:00,182.76.182.22,05c149ee-4eee-4b76-81ff-4d6d8a83feaa,iOS,Firefox,0,AS9498,1,0,1,3,25.84,6.065,0.23,0.705,0,25,Suspicious IP / VPN detected
instabook,user0117,2025-08-03 06:08:00,49.55.39.50,0ed3f569-cd8c-4f74-b50a-d5af60938530,macOS,Edge,0,AS174,1,0,4,1,26.48,12.939,0.49,32.707,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
instabook,user0347,2025-08-15 22:59:00,49.39.79.170,b716cc6e-b646-430c-acb0-7360930e74b4,macOS,Firefox,0,AS9498,2,0,2,3,4.32,11.928,2.7,37.521,0,50,Suspicious IP / VPN detected; Sudden OS/Browser change during failed attempts
